"ID","AGE","WEIGHT","ID_NUMBER","GENDER","NATIONALITY"
1361,17,138,"FV10478998SGC2841464V3718519",1,"Aruba"
1362,51,134,"RD89763132WNC7858383R5433505",1,"Gabon"
1363,61,65,"SC44173495PYG2489186Q1580355",2,"Niger"
1364,32,32,"NK76524861YKS2161639S8251184",2,"Nepal"
1365,74,68,"BU51100821YYM4826591J1662554",1,"Virgin Islands, British"
1366,48,124,"XG41084578AOG9128350S9829187",1,"Tajikistan"
1367,75,52,"WF88641462YGQ6874796W5625343",1,"Singapore"
1368,54,38,"MG75133124FCM7353225U4432823",1,"India"
1369,28,45,"BK96727854ZCL1220002N0321494",2,"Mauritius"
1370,81,62,"LN89207125OCO3178198R0264726",2,"Guinea"
1371,37,34,"XN42757372WXD7389174W3659783",1,"Anguilla"
1372,51,84,"MX58676316DNS4116263D7185795",2,"Saudi Arabia"
1373,66,78,"AS27124553RJR8430628U6817354",1,"Ukraine"
1374,38,89,"QD31297544EQS6161241V3698268",2,"Iceland"
1375,50,30,"LT53669551KLI6170930M4237731",1,"Germany"
1376,9,121,"ZU25742951TOO3858361E7128338",2,"Lebanon"
1377,56,59,"BN25669124TRR8639392O0273747",2,"Cook Islands"
1378,47,100,"YF98528915BDZ3294122B3054813",1,"Antarctica"
1379,62,99,"CZ45375738YSP4412302L3276395",1,"Norfolk Island"
1380,62,101,"UE55719586CWY0516544C9491513",2,"Puerto Rico"
1381,45,66,"TG65572356VEL5681708L8375458",2,"Brunei"
1382,15,85,"OF46023253WGY8758435U5266747",1,"Saint Martin"
1383,87,45,"PF96882277KHV0623468B2544543",1,"Swaziland"
1384,50,117,"NP51360429WLT5824963P3164570",1,"Denmark"
1385,12,134,"CI15747668EIB3703589I1940114",1,"Kuwait"
1386,60,119,"GR94061281LVO5640713W3411224",2,"Kuwait"
1387,38,87,"IW63126458GZF9867169Z4915862",1,"Western Sahara"
1388,83,69,"HW47760107GRZ4381725V2871212",2,"Ukraine"
1389,39,132,"VN65173734XKR3517185O1801199",1,"Colombia"
1390,3,32,"WX45418075DKA7177412M3022415",2,"Grenada"
1391,21,138,"JU16261621MTP9769921M7420376",2,"Suriname"
1392,88,95,"IL07542693CCQ5593377D4429244",2,"United States"
1393,21,94,"IS70436528XXJ1386051Z1741933",1,"Bolivia"
1394,70,89,"QJ68215915XXW6469177F6458466",1,"Ethiopia"
1395,89,111,"DW17505522VXW2350771J4326874",2,"Andorra"
1396,21,103,"HQ86727913FMP8974655W6739272",2,"Eritrea"
1397,56,38,"CO51283813YWE5035478R5267427",1,"India"
1398,58,32,"CJ47627573DRH3621136H7482343",2,"Ghana"
1399,38,98,"AI75486046IMD2018562X1958185",2,"Finland"
1400,46,30,"OT22575296SWJ0266117D1012174",2,"Netherlands"
1401,88,103,"UI73732321XUH3241252I2144498",1,"Maldives"
1402,53,102,"PR90773981IRG8714571F5814825",1,"Sweden"
1403,30,84,"TK85897883MTX0361394C8898138",1,"Eritrea"
1404,77,100,"YY31237211DMR7326742M4618750",2,"Zimbabwe"
1405,88,58,"RW53550727WSV6103393P7824313",2,"Malaysia"
1406,78,106,"YJ64891741LOV9940521C8671886",1,"French Guiana"
1407,19,134,"FP31309834GXX9421547W8540228",1,"Antarctica"
1408,23,103,"TK53449211OOJ6638257I4323481",1,"Korea, South"
1409,21,65,"VF35126246QPT8834522F2060382",2,"Germany"
1410,46,125,"YY17973673BXY1777482N8064674",2,"Togo"
1411,51,99,"SU88364828MCQ7681616S5873687",1,"Turkmenistan"
1412,42,80,"PJ43838485JOO5147523F7366010",1,"Ecuador"
1413,68,112,"MG41241301UCN8457132F9818831",1,"Angola"
1414,58,95,"OR46443113PBG9423575J5134350",2,"Slovakia"
1415,61,58,"GK68238113QVH7144277Q8639078",2,"Lebanon"
1416,58,41,"DT17030882RNN2285117V4437263",1,"Puerto Rico"
1417,34,131,"BG78418011OMJ9821849L3458444",1,"Latvia"
1418,18,116,"KJ72758980XJO3338157O4767009",1,"Grenada"
1419,12,137,"JI59176761QXP6937179C8170093",1,"Uganda"
1420,41,112,"RE23767888GOE1812801U1815547",2,"Ghana"
1421,77,135,"DW71136176NXM5731368R4702254",2,"Andorra"
1422,83,44,"XN36742831ZTV6867973W5834789",1,"Heard Island and Mcdonald Islands"
1423,34,53,"XL83721847WMO7535455T2111186",1,"Central African Republic"
1424,10,48,"CD02696135YFW4397846O0733190",2,"Timor-Leste"
1425,58,139,"JH08464527VKC3445244S3515025",1,"Saint Vincent and The Grenadines"
1426,30,54,"WW04749675ULT0505538L6614948",1,"Heard Island and Mcdonald Islands"
1427,80,74,"LJ86082246HJQ2326322R4173645",1,"Saint Barthélemy"
1428,27,105,"OH71590665RNB9967123X0594225",2,"Bhutan"
1429,4,35,"GB78236907TES9459092E6937776",1,"Gambia"
1430,22,63,"SK59574163ORM5353115N5591272",2,"Saint Kitts and Nevis"
1431,83,102,"YH67019054VQP5911722P1687622",2,"Nauru"
1432,82,75,"PP01732915XLX4930472Y7814930",1,"Costa Rica"
1433,73,75,"LL56919201CPS7237371M7171502",1,"Côte D'Ivoire (Ivory Coast)"
1434,87,86,"JC39764542UTV5392568F4583043",1,"Martinique"
1435,2,133,"YY43746768XLY3420588G7963346",1,"Djibouti"
1436,86,39,"LJ98487165GXS3562636K8175439",2,"Cape Verde"
1437,70,88,"XX30212820ADE9924105X6433655",1,"Bermuda"
1438,62,118,"PR33974224RXJ9698778S5689640",1,"Rwanda"
1439,6,123,"NR27623255TKT0257148P1834363",2,"Ireland"
1440,50,73,"QQ20574861MUX4574330J0515898",2,"Guernsey"
1441,71,89,"YK17827029GSE7722732M0442747",1,"Canada"
1442,67,130,"XU93868934TTT7562851U4413878",2,"Romania"
1443,30,108,"YR36798599UFS7737356L2651744",2,"Pitcairn Islands"
1444,61,112,"TK16530633PGN5855854O7180406",2,"Afghanistan"
1445,31,47,"DY21376570MAK9488415B2867256",2,"Sierra Leone"
1446,71,41,"DG53452144XVZ5647984J6455153",1,"Marshall Islands"
1447,67,117,"FR35144196JYQ7548660K6590610",1,"Eritrea"
1448,34,48,"XI31815134SPQ6358411P8816742",2,"Poland"
1449,44,31,"XB66371323PMD3791542R6422778",1,"Grenada"
1450,68,34,"QN16227757ADA5802613W2781238",1,"Poland"
1451,89,89,"BI85288543TBG5075762U3117833",2,"Bolivia"
1452,63,46,"ER81981388UFW0252602I0573080",1,"Italy"
1453,25,132,"HN64862481MXT9017471P2459953",1,"Panama"
1454,38,92,"UF28457725HUE5665301G5968466",2,"Philippines"
1455,30,112,"HW12263412INP4128383U0084432",1,"Western Sahara"
1456,72,81,"VL67527791XFK5452336V2215748",2,"Bonaire, Sint Eustatius and Saba"
1457,50,77,"IY87375496MTG3130861T7462443",2,"Cuba"
1458,71,67,"SN31535865SIV4284081J7469330",1,"Trinidad and Tobago"
1459,17,75,"XL62141126DRL2068767O6219341",1,"Central African Republic"
1460,36,52,"MH14190848ZDR9626873N7551615",2,"Serbia"
1461,28,79,"MC37962118IGI1432625X6682844",2,"Spain"
1462,18,134,"RT56115341LQC7748782B5833332",1,"Nauru"
1463,17,126,"GH64443437FUE6801504S4513117",2,"Sao Tome and Principe"
1464,23,116,"JL81607167FFI7370702D1788065",2,"Singapore"
1465,88,85,"BW11888432ITH8412233T2117547",2,"Russian Federation"
1466,40,111,"MY67864841FCC9846615B2626680",2,"Romania"
1467,85,100,"KW83477138NHI4316153R7187212",1,"Guatemala"
1468,53,60,"NM56358348TPX3847607J1304780",2,"Algeria"
1469,83,31,"OY91557230GSR4419467U1506322",1,"Cambodia"
1470,58,68,"HQ86976392TME5473335J9190562",1,"Vanuatu"
1471,29,43,"CG25677624QXU8448247F0511866",1,"Jersey"
1472,72,67,"GN46213732KNG6578832A1726185",1,"Bahrain"
1473,67,87,"TD37483858NCF1964448U7961455",1,"Belize"
1474,39,97,"UE21153728FIF4769658I7937824",1,"Kenya"
1475,42,111,"VD28378624OBZ7192128D7837963",1,"Marshall Islands"
1476,75,84,"NH17557238GRN1484470N6742303",2,"Belgium"
1477,41,72,"UD48546125OYV4524787D7403586",2,"Saint Pierre and Miquelon"
1478,50,110,"SH91979768UZI7409166L7668532",1,"Viet Nam"
1479,55,109,"BF15827946WDE6488552F2388166",2,"Mozambique"
1480,12,100,"FG38480370YWT3243162X5611216",2,"Suriname"
1481,19,90,"JY72263680PYE5638413K0549911",1,"Papua New Guinea"
1482,14,72,"UQ56966108VBD1187058J1388904",2,"Nepal"
1483,52,62,"FM52485759BMN8707122J4236084",2,"Algeria"
1484,61,134,"SB40025627PEO0231413V4714542",2,"Philippines"
1485,71,84,"QA84428507QVG3217517R1848366",2,"Guatemala"
1486,53,41,"NQ78120132RVX5801314P7430822",1,"Turks and Caicos Islands"
1487,73,31,"EL46777617NNL6445148J0673551",1,"Nauru"
1488,75,81,"MI64654344CEB1328785I8341733",1,"Christmas Island"
1489,53,50,"WV64763524TDA3520627G3113268",2,"Romania"
1490,22,56,"JT37675876INN9464862G0253178",1,"Myanmar"
1491,90,62,"OV94560923XZZ2426687C8884642",1,"Mauritius"
1492,34,113,"IC68194004DPC2698423T5974652",1,"Chad"
1493,44,76,"RQ44137718BKG2452776I4443651",2,"Romania"
1494,17,50,"WN15333605QVH0485423W4449988",1,"Russian Federation"
1495,63,79,"OZ53878223NQV3202834X5957461",1,"Tajikistan"
1496,60,79,"OK53416845JTW8151748Y1184067",2,"Turks and Caicos Islands"
1497,43,84,"DJ83641577VCY6582146W1281861",2,"Panama"
1498,38,129,"ME88259968INE7366422S7854537",2,"Wallis and Futuna"
1499,31,75,"YK24281009GIB4327176T6440236",2,"Austria"
1500,44,98,"RH85567633MEB2931366I5267462",2,"Estonia"
5001,42,112,"DM18140545PVZ2075783T5554825",1,"Saint Kitts and Nevis"
5002,29,85,"JG83120561VJM5339700W8788763",1,"San Marino"
5003,19,68,"CN73800165NCF1792540E4311867",1,"Ukraine"
5004,17,67,"WG04112760VJG5502321Z8392212",2,"French Guiana"
5005,62,103,"BP77274438ZBF3958613K4230023",1,"Malta"
5006,76,110,"FR95851452QWU4211141V4518225",1,"Mali"
5007,22,64,"XY42884327TPH1727134E3346925",2,"Vanuatu"
5008,22,36,"JN18946378JOU6208548W0873182",1,"Bolivia"
5009,83,80,"BP68635775HII3619052V3242358",2,"Western Sahara"
5010,13,101,"WP52321818ROV2463555W3340707",1,"Bulgaria"
5011,74,126,"XJ28197398YVQ3292853A2891672",1,"Norway"
5012,49,106,"HL03234682BDL4180551I4279765",1,"Christmas Island"
5013,38,140,"EO84147116OGG3424718T4193149",2,"Malaysia"
5014,73,57,"OJ02417398FUA0054207G4508481",1,"Hungary"
5015,73,73,"JY25712827EIV2304334Y0574338",1,"Paraguay"
5016,11,127,"LW66234711CMU2465328O2688411",2,"French Polynesia"
5017,14,131,"PA10260150QIY7236418R8899756",2,"French Polynesia"
5018,16,43,"NY02370426YUM7946154N3337835",2,"Tokelau"
5019,71,52,"EG54138886LNA6750414I2668646",1,"Singapore"
5020,73,104,"BM14075195BDW2816689P1753366",1,"Cyprus"
5021,89,50,"HB64613026HYC7604738V5878784",2,"Uruguay"
5022,41,43,"ST23731162SQY3553588E1195788",2,"Peru"
5023,38,124,"MA26168862ONQ3482252J7176245",1,"Czech Republic"
5024,13,100,"KY49783712SVV5703555J4645987",2,"Heard Island and Mcdonald Islands"
5025,70,90,"FW16338847XDC3054337C3104573",1,"Faroe Islands"
5026,76,138,"NC76221264NPF0218250S4867312",2,"Trinidad and Tobago"
5027,36,95,"OM85510826IOQ2119157T4694411",1,"Djibouti"
5028,13,72,"HB78345283OHT4686766W3608541",1,"Rwanda"
5029,37,52,"PJ74167582GWD0552746D5836341",1,"Djibouti"
5030,42,92,"HJ10542576UDM7521288G8553414",1,"Turks and Caicos Islands"
5031,31,72,"NK06037148UVT3910564T7156882",2,"Macao"
5032,5,64,"WG48562764VHP3721717S5686156",2,"Bouvet Island"
5033,79,135,"BI21197377JLX4483748X5276564",2,"Cameroon"
5034,20,81,"TS38372961UGW7259372R0380657",1,"South Africa"
5035,75,50,"VE65634563USO4100123A5023053",2,"United States"
5036,12,122,"XQ90214184YVT6855379T5197743",1,"Singapore"
5037,1,80,"SW70493571QQP3188777I6433504",2,"Liberia"
5038,62,57,"TU34153259KJU8212364S8228568",1,"Palestine, State of"
5039,15,119,"QQ13596838LQO6253887P4097746",2,"Iran"
5040,72,126,"RN88144383XHF3597416K6946427",1,"Zimbabwe"
5041,46,139,"RX19461881GJG3317705I0778283",2,"Honduras"
5042,63,64,"TG28560969IIK1056156A5826592",2,"Afghanistan"
5043,75,64,"KW72576071MJE4243714T3886245",1,"Virgin Islands, British"
5044,63,101,"OM70541812PKS2401365M7241942",2,"Nicaragua"
5045,65,55,"BC23962657EWU3301572F0818058",2,"Morocco"
5046,73,91,"IC95281515NLR3146742N8135820",2,"Swaziland"
5047,76,121,"IT81619710NKC5652853B4857358",1,"Cape Verde"
5048,77,126,"EK33854530HDG3385897O5574752",2,"Yemen"
5049,24,48,"SH79233552KET1552959Q6329553",1,"Argentina"
5050,79,98,"OR45748427EJB3267712O1563082",1,"Bhutan"
5051,88,50,"VD30435175JVR2474214W1841755",1,"Serbia"
5052,42,65,"EO12539529TCT4174778M9465384",1,"Senegal"
5053,27,115,"OJ77677341BOZ7429787W8957137",1,"United Kingdom (Great Britain)"
5054,43,76,"JZ23315434BMD2321366R7886102",2,"Uzbekistan"
5055,77,138,"ME28262438BLY3659372I8166552",1,"Faroe Islands"
5056,4,32,"OE53802600XGQ0587451G4161815",2,"Bahrain"
5057,59,38,"DW07638455IWO5761830P6353865",2,"Ghana"
5058,63,80,"LY33867348ICG1451252R3879612",2,"Iran"
5059,8,139,"IK69864687DXS5874363D5618368",2,"New Zealand"
5060,84,105,"FH61212156LYM0815236N8947734",1,"Bolivia"
5061,72,48,"IP20420361FDS8407622Z8091635",2,"Monaco"
5062,11,89,"WC47878148JQR8425768R4134082",1,"Congo, the Democratic Republic of the"
5063,49,69,"FC61287519POF6514642Q6939461",1,"China"
5064,28,60,"HU34436595HJX7846333U5741333",1,"Greenland"
5065,49,63,"YM49537923PGP3183676J3497786",2,"Nepal"
5066,15,40,"DY64976564MVR9276116T8235836",2,"Burkina Faso"
5067,76,64,"MD21843743XJG2886368S4973321",2,"Monaco"
5068,49,30,"JO22858067QNU0043261Y5242312",2,"Aruba"
5069,21,57,"TY81619677KSI2612884M7122642",1,"Cocos (Keeling) Islands"
5070,48,104,"IJ08192222FLJ8842560T0715275",1,"Gabon"
5071,41,39,"ME83675603IHI8253289X6381082",1,"Zambia"
5072,67,31,"GL36981857LLM6684153S3113671",1,"Cameroon"
5073,61,56,"KB85793782BGU6511260A6227449",2,"Sri Lanka"
5074,8,130,"MN59026624JPS7115936G1820990",1,"Montserrat"
5075,69,100,"LX51208755EDN1642715X3481213",1,"San Marino"
5076,82,35,"UC54065861VPI8311405R4922367",1,"Djibouti"
5077,35,102,"FU48894356VIU8685334V4443058",1,"Palestine, State of"
5078,62,123,"HG38676541DNU8711088T4484333",1,"Turkey"
5079,44,48,"PZ28382443IIL9357594L5478376",2,"Niger"
5080,74,96,"HH56126707DYU4275149Y7627585",1,"Cuba"
5081,19,51,"TD52562169EZD0362070D4781158",2,"Vanuatu"
5082,34,67,"UN41455033YEE7367437G3044817",1,"Nigeria"
5083,89,65,"IA46356671INW1310248N4549290",1,"Dominica"
5084,10,98,"LM45047527TXB6554794E7901788",1,"Mongolia"
5085,66,131,"QU75675158TIW6640864I2517818",1,"Korea, South"
5086,13,119,"SO31381115LOH3559446M9613080",2,"Gabon"
5087,82,120,"XV72070577QVL2556872T5851315",1,"Belgium"
5088,35,109,"TI85319375ANK5270764S2110248",2,"United Arab Emirates"
5089,70,101,"FH48878328QRD7792451V2558682",2,"Indonesia"
5090,23,50,"IM83704828JEB4593147H9326583",1,"San Marino"
5091,23,82,"PF11387563HJU2746614O7518751",1,"Australia"
5092,79,129,"BG45550643XMS7366782C3837885",1,"Morocco"
5093,23,68,"UT37257463VVE7946170J9839181",1,"Kazakhstan"
5094,69,35,"YE31267751BQV5512543Y9469075",1,"Italy"
5095,84,90,"LE17876635REY4484128S5578663",1,"Korea, South"
5096,6,82,"KD27458043BGF4668938D9835747",1,"Guadeloupe"
5097,79,49,"PM58456534JXK1778586P6038353",2,"Georgia"
5098,40,123,"VU76352866LJG4389567B7262561",1,"Nicaragua"
5099,24,33,"ZN68730337LJO6064311D6546175",2,"Russian Federation"
619,68,66,"TW50747225GGO1264302L5326045",2,"France"
620,34,54,"DX46430368UUC5155462I1474037",2,"Estonia"
621,37,39,"NV26157126PSM2848558A4345435",1,"France"
622,88,76,"PS63207958BWD5707679I4561283",1,"Cook Islands"
623,21,80,"BV84313117BVV3012311C1697117",1,"Sao Tome and Principe"
624,77,65,"YX46548941LVC7159892U2225732",2,"Senegal"
625,70,77,"XK39871474CFU1314732M7441027",2,"Mozambique"
626,66,50,"LF17561681DIK8844338C7783884",2,"Nigeria"
627,35,121,"RN81266216SGW2216267G3758721",2,"Ghana"
628,74,59,"LL02776106BDI1192789L2772703",1,"Angola"
629,79,107,"MB58792562WMK4605351S0696305",2,"Myanmar"
630,30,82,"DY89792480RVU7581035K3270474",1,"Malta"
631,79,52,"LK27803878WVL5423749O8679813",1,"Libya"
632,20,137,"FQ71720464PJX4471313C7384166",1,"Czech Republic"
633,6,134,"DS67147754EYO5584343S3313543",2,"Saint Vincent and The Grenadines"
634,12,65,"UY31744114IYX2163313O3966546",1,"Svalbard and Jan Mayen Islands"
635,23,71,"AX68669101QDH0731856P5292614",2,"Kiribati"
636,64,118,"FJ76704714JKA4716310V5448918",1,"Czech Republic"
637,17,63,"US25823182MEN6805519W9176805",1,"Malaysia"
638,1,50,"JL11978327IRU2261487W8813545",1,"Virgin Islands, United States"
639,60,80,"WQ70532729XZR2780311U6268749",1,"Estonia"
640,2,67,"KR83204037XEZ6202911O2145718",2,"Vanuatu"
641,49,133,"BD72173678HZF4503723I1643662",2,"Bahrain"
642,8,48,"JW65423454IXY7717671P4150836",2,"Turkmenistan"
643,47,37,"VT87271655QEW1174218D4664010",1,"Bhutan"
644,43,56,"RE65620545ELE7162621X8774446",1,"Cook Islands"
645,51,48,"VC61310633SJW3745278P8248748",1,"Dominica"
646,14,128,"DE52581549BSX0761213U2751420",1,"Burundi"
647,61,36,"HI20342242PCK1815518K0868382",2,"French Southern Territories"
648,33,75,"YW53338873SFR5651719O5464263",2,"Namibia"
649,16,48,"UC54504702QCQ6529674W5136734",2,"Kuwait"
650,66,52,"IO67766490RZX1653622O0997275",1,"Jersey"
651,28,97,"OJ77972265ZSY7816497T5678268",2,"Curaçao"
652,76,74,"RD02335958WOR2264625S6449709",1,"Turkey"
653,55,47,"JX11172871NYA2147757O3377432",2,"Macedonia"
654,38,69,"FP11818133GMC7778383D6461820",1,"Tajikistan"
655,84,106,"PW44607267AMN7456210W1186367",2,"Cape Verde"
656,53,67,"UC64547103PQV8476094D3138279",1,"Qatar"
657,6,57,"TV21574374RCY0277516A8763421",1,"Cocos (Keeling) Islands"
658,15,59,"XQ45975718AKE1586370W1584443",2,"Kiribati"
659,50,75,"QK50723946CYW1699553K5409670",1,"Togo"
660,34,67,"PR13828023HYX7480312N5570425",2,"Kenya"
661,2,94,"RE58267673JHU6864662D3431685",2,"Zimbabwe"
662,30,106,"HT49778556IFJ5729723L2961752",2,"Sweden"
663,89,96,"AV85972868ZUA5448445B8433662",2,"San Marino"
664,87,34,"KP43833361CYE8044624H5448033",1,"Iraq"
665,14,53,"DX62324795GSS8696168R2113388",2,"Bonaire, Sint Eustatius and Saba"
666,5,104,"JI48472448INC2472583H7475234",1,"Peru"
667,27,103,"WR68735866YEP0356513Q7167674",1,"Poland"
668,34,44,"NY34315140WVI5520766D8884525",2,"Togo"
669,88,55,"RN73168287CTP1803251S1712420",2,"Cyprus"
670,40,69,"MU26125119AOP8562162V6366294",2,"Palestine, State of"
671,65,119,"MQ66067553SQX5557269W6241861",2,"Svalbard and Jan Mayen Islands"
672,69,127,"YI10823801ILF1414672I6606607",2,"Bhutan"
673,38,54,"OE78863858PZQ7957523V4776621",2,"San Marino"
674,57,61,"CX87167722BLJ4470925H4684338",1,"Albania"
675,67,98,"YR80585453SKS5536427Z0705613",2,"Turks and Caicos Islands"
676,9,32,"IW59258563SJN6565291G4371542",1,"Oman"
677,86,110,"WF57221332XJQ5867303B1457072",1,"Saint Kitts and Nevis"
678,20,45,"YX88948867VPK6716333M6941017",1,"Bonaire, Sint Eustatius and Saba"
679,15,128,"BX13161457IFN5636453F2559620",2,"Reunion"
680,27,61,"BK20421277GHW7821694M0217417",1,"Lithuania"
681,74,48,"CM12660021KCU2265487M4787332",1,"Northern Mariana Islands"
682,87,124,"XM07783182DFU5165547M2632278",2,"Saint Barthélemy"
683,37,85,"BL24923543FOC9457657G8756638",2,"Ethiopia"
684,16,79,"JH92940298ISP8618113Y6658206",2,"Iran"
685,24,71,"BP81042656RDH2221105J7234125",1,"Saudi Arabia"
686,44,115,"GX95823754TED2681529K5072619",1,"South Africa"
687,71,102,"DS88942646OUZ1140339T2254985",1,"Costa Rica"
688,12,63,"IR58581588MXT5876885N5797583",2,"Macedonia"
689,75,62,"TR55379444BLQ0590763J8417277",2,"Malta"
690,16,35,"YI57183332OCI4386431H8480409",2,"Poland"
691,7,92,"NU28208340TDM8877756J9050430",2,"Montserrat"
692,8,118,"BH88288268ZQY6130472O5485930",2,"United States Minor Outlying Islands"
693,18,67,"LY57448417OGY3641175S7444815",1,"Italy"
694,52,106,"TH15450233UYH5812481A3363713",2,"Slovakia"
695,26,80,"OP45751635BSS1274237M3674994",1,"Montserrat"
696,33,66,"JT16036735VMN5232138X1456594",1,"Turkmenistan"
697,64,66,"UI32817257NYM1559068E7256771",2,"Laos"
698,73,74,"LZ77634913YIR3213217L2671215",2,"China"
699,35,96,"TO90680773NMY7771952W8876346",1,"Qatar"
700,13,35,"SD63529485DBQ1473500N2588938",1,"Tokelau"
701,37,130,"MR31855913YAU5501207W9133133",1,"Virgin Islands, United States"
702,25,85,"KL57619388GIG3787378J1218614",1,"Saint Vincent and The Grenadines"
703,85,125,"JR51451662PBD1255201L8508852",1,"South Sudan"
704,46,86,"MY30274672HWJ6456235Z8924331",1,"South Georgia and The South Sandwich Islands"
705,53,45,"QN16623699FNO3537478J8152171",2,"Lithuania"
706,56,111,"GG62584352NEQ5285623N7739481",2,"Seychelles"
707,1,42,"LH13735213NCJ2585434D4847497",1,"Guernsey"
708,28,122,"BA81872949DYJ8266115H7740488",1,"Belarus"
709,43,91,"VU21536413MNY4678223V3953658",2,"Guadeloupe"
710,43,61,"XK85442921FLT1521152F7271834",2,"Serbia"
711,39,54,"JG44622358IDI4121966Q9981716",1,"Poland"
712,30,113,"HQ29792023EPB2434774X7780374",1,"Uganda"
713,36,30,"AS62113792UBL3388657M1381525",1,"Estonia"
714,80,122,"RM94628978DCS7619861R8121011",1,"Serbia"
715,62,34,"UB98584332PWL9468112U0192541",2,"Maldives"
716,12,116,"OQ68788866KFH5873311S5548335",1,"Bosnia and Herzegovina"
717,13,87,"DM33854741XNV7770547T3617763",2,"Norway"
718,48,115,"LX44925123LOW2552613L3626564",1,"Ireland"
719,19,110,"UB72421871THO5814154H4834377",1,"Jordan"
720,49,103,"XK31459106UYG5405232K2176574",2,"Spain"
721,53,136,"WB13860528RHD4273860D6172089",2,"Honduras"
722,14,38,"TG25688522HUP3246132X6884205",2,"Djibouti"
723,21,102,"OK54506475ILF2226117Q6514197",1,"Tokelau"
724,51,33,"JF81748131QUF3817587W9312567",2,"Turks and Caicos Islands"
725,55,88,"IG89640240NPV4623864U7721160",2,"Bhutan"
726,26,58,"PE04533902BQO0446414V4564553",1,"Finland"
727,49,71,"SR46912328OKV4974387A8451247",2,"Uruguay"
728,2,99,"VR17523488HCI2268517J1175844",1,"Macedonia"
729,67,64,"KI52145648WWX1223847Z5941318",2,"French Guiana"
730,85,87,"RP05187261JEI4804923C0732234",2,"Kiribati"
731,68,111,"NU14727922ICC6627878E8841131",1,"Mauritania"
732,3,123,"KT34598887QQH4675422J7856523",2,"Angola"
733,17,124,"PQ36566865RJO4135361N4656101",2,"Peru"
734,85,50,"JP65827697LBH1915691O5893118",1,"Solomon Islands"
735,31,109,"RC34641178NGK5701193F1017773",1,"Maldives"
736,39,135,"LB77388727TDT5063733N2665521",1,"China"
737,16,95,"BA91871413IMG2061923C3883320",1,"Nigeria"
738,2,132,"QB42886241WPR6592688L2668544",2,"Trinidad and Tobago"
739,37,104,"XR35189622VQJ4885162G1229177",2,"Timor-Leste"
740,43,53,"BV11742297UQU2080023V1652171",2,"Bermuda"
741,20,96,"VS64608861SMZ9736156E0041657",1,"Guinea"
742,28,131,"XY15643431RXO1404348A7961642",2,"Germany"
743,67,126,"ZK79216236ELB2134790W3306138",1,"Czech Republic"
744,67,89,"YE38717168OQF5195964D9534860",2,"Georgia"
745,68,91,"FM63109984IPS4641857D3642387",2,"Bulgaria"
746,24,125,"RS24152706BVT2411455E7713082",1,"Mozambique"
747,13,77,"ES71955434WGX4587579N7501416",1,"Montserrat"
748,3,63,"WO48667754LTV6674213H3020927",1,"Nigeria"
749,50,106,"VR64178534NXU5646476L1169796",2,"American Samoa"
750,57,38,"VV66880583JDH8445447P6928448",1,"China"
751,19,122,"PR35305711JTG8121457C6842302",2,"Iceland"
752,53,116,"LK64055709YDF6324217Y3064172",1,"Antigua and Barbuda"
753,60,116,"QN68695285GLP7781585G3302488",2,"Serbia"
754,3,127,"QI53166571IWY3484387W0803816",2,"Iran"
755,4,75,"YH23329856IMD1553144Z3413351",1,"Cameroon"
756,38,82,"CE56550628NHH5124129E9365514",2,"Tonga"
757,46,108,"XI15666616BOM7144583Y7770415",1,"Paraguay"
758,56,96,"SB12335852QLV8654313E7522377",1,"Mongolia"
759,34,50,"OV25834106NDP6717883C9221324",2,"Virgin Islands, United States"
760,82,102,"NE63759481RCO1889587N7936970",1,"Myanmar"
761,36,61,"JW20124853TFY6431018G8320681",1,"Mayotte"
762,46,33,"IO27761466SUT5578785O1757217",2,"Canada"
763,21,107,"TZ16876033XOX7412345T4870314",1,"Australia"
764,77,55,"BM51743518FUI6978824A8572568",2,"Belgium"
765,84,87,"JC47070149ISC8810156L3752731",2,"Albania"
766,32,82,"TZ63316672PKA8657274Q6179931",1,"Virgin Islands, British"
767,70,39,"JW88485633WCB3136888I7296368",2,"Angola"
768,72,113,"JS12427222IBI8548903P6575561",1,"Latvia"
769,76,114,"XP75080323GLE2135468H6214713",2,"Bahamas"
770,83,116,"DN46669430VEI3498320J3473641",2,"Albania"
771,34,36,"TC84571333EPW8588161R3488627",1,"Sierra Leone"
772,81,64,"ES36269345GTM3861495M8301197",1,"Belgium"
773,61,111,"IW36311466OEW1745156M5622819",2,"Liberia"
774,33,69,"GZ79225682SGI7186916S8417558",1,"Marshall Islands"
775,70,131,"ML63198555WYR4913143E2917375",2,"Trinidad and Tobago"
776,67,62,"UP39736348MGG7476840B4353168",2,"Togo"
777,82,95,"HP22773222HNL8365031M3114542",1,"Latvia"
778,61,74,"SK34456883WQV1709889L0503189",2,"Åland Islands"
779,45,87,"FS36073176ZTF5860717N9512421",1,"Mozambique"
780,28,53,"WC65974392QXC9735280U8645973",2,"Jersey"
781,33,107,"YE64731965TYD9231390S6963022",1,"Yemen"
782,40,37,"LC37771938OLZ2847965I0083125",1,"Mali"
783,49,117,"KI62241387FLQ2805841D2681728",2,"Bhutan"
784,25,40,"UE47254764SRH9590740S8253242",2,"Faroe Islands"
785,8,89,"YT25249447XHP1240536H3334754",1,"Marshall Islands"
786,88,92,"GO49177118WAU5543457L1516466",1,"Cuba"
