ID,NAME,LASTNAME,GENDER,AGE,SALARY,CREW_ID
1195,Annecorinne,Abernon,Male,14,34443,304
1196,Helena,Pitt,Female,22,62118,265
1197,Cathyleen,Ricarda,Male,32,95898,17
1198,Sallie,McNully,Female,31,79147,480
1199,Kirstin,Nisbet,Male,25,65267,392
1200,Mariele,Seessel,Female,29,77257,204
1201,Myrtice,Blase,Male,38,90852,4
1202,Leeanne,Robertson,Female,45,83503,441
1203,Nataline,Aloise,Female,44,84016,129
1204,Wanda,Velick,Male,31,91265,430
1205,Tobe,Wadell,Male,2,45767,406
1206,Cristabel,Presber,Male,20,93200,472
1207,Violet,Brady,Female,35,49069,152
1208,Dorthy,Anis,Female,6,38630,496
1209,Tori,Felizio,Male,16,80579,483
1210,Miquela,Colp,Female,34,92816,270
1211,Augustine,Paine,Female,31,78643,364
1212,Doralynne,Colbert,Male,1,89389,26
1213,Elsie,Vins,Male,43,54933,489
1214,Ebonee,Casimir,Female,23,62800,35
1215,Paola,Iaverne,Male,25,71267,95
1216,Danny,Abernon,Female,16,88864,95
1217,Nerta,Abernon,Female,31,40132,162
1218,Mireielle,Seumas,Female,2,88582,181
1219,Dulce,McAdams,Male,14,32256,1
1220,Shell,Juan,Male,29,71459,7
1221,Nelle,Dowski,Male,27,94744,383
1222,Ulrike,Seessel,Male,35,30877,51
1223,Miquela,Tybald,Female,16,53525,285
1224,Marylou,Noam,Female,43,37993,352
1225,Vevay,Obed,Male,7,45220,32
1226,Liana,Vary,Male,26,50749,352
1227,Ayn,Cookie,Male,13,32401,398
1228,Caritta,Dunkin,Female,21,63941,322
1229,Inga,Dahlia,Male,1,76203,138
1230,Tersina,Rossner,Female,39,37758,65
1231,Christian,Deny,Female,44,34417,225
1232,Britni,Mich,Male,2,83718,42
1233,Genevra,Kaja,Female,24,67810,197
1234,Keelia,Noelyn,Male,27,30088,245
1235,Alleen,Donell,Male,12,39332,414
1236,Ann-Marie,Brian,Male,27,80801,409
1237,Mathilda,Goerke,Female,16,61101,319
1238,Clementine,Vacuva,Female,21,38588,379
1239,Sue,Lemuela,Male,5,61861,183
1240,Georgina,Hailee,Female,14,51174,127
1241,Sandie,Louanna,Female,30,85495,431
1242,Roz,Mathilde,Male,13,97973,187
1243,Kenna,Gaulin,Female,4,74124,211
1244,Odessa,Stefa,Female,24,56122,386
1245,Deloria,Merriott,Male,9,77280,370
1246,Leanna,Vacuva,Male,2,44357,189
1247,Sam,Waite,Female,25,41607,250
1248,Iseabal,Crudden,Male,11,41867,473
1249,Kial,Tristram,Male,30,74144,184
1250,Edee,Kimmie,Female,18,97254,307
1251,Sabina,Bendick,Female,5,75372,332
1252,Queenie,Natica,Male,3,96031,372
1253,Jolyn,Nore,Female,37,74019,225
1254,Gratia,Schonfeld,Female,15,83123,487
1255,Cissiee,Deegan,Male,9,85775,136
1256,Ingrid,Marisa,Female,10,91823,41
1257,Tatiania,Malina,Female,7,86985,31
1258,Kathy,Letsou,Male,42,86368,91
1259,Viviene,Jillane,Male,17,99047,480
1260,Caryl,Wesle,Male,9,99827,113
1261,Ashlee,Thad,Female,4,92930,351
1262,Nessie,Hull,Male,42,40526,152
1263,Clarice,Hamil,Female,43,80057,466
1264,Mady,Hertzfeld,Female,41,56297,281
1265,Gisela,Ade,Female,37,82957,212
1266,Sharlene,Dorothy,Female,6,61358,15
1267,Shaine,Philoo,Male,28,61870,217
1268,Mildrid,Rossner,Male,6,41112,432
1269,Nadine,Gemini,Female,38,68374,4
1270,Emmey,Sancho,Female,29,60317,172
1271,Constance,Hazlett,Female,41,78190,345
1272,Nollie,Carbo,Male,33,77268,338
1273,Orelia,Wesle,Female,31,44315,255
1274,Winny,Karna,Female,4,98216,79
1275,Linet,Juliet,Male,4,81606,181
1276,Annabela,Burnside,Female,39,31053,135
1277,Kimberley,Therine,Male,31,78918,82
1278,Leia,Raychel,Male,10,67087,308
1279,Genevra,Nickola,Male,10,72777,74
1280,Vevay,Kellby,Female,35,55603,177
1281,Oona,Stacy,Male,43,43321,273
1282,Binny,Fink,Female,5,67705,307
1283,Bettine,Nelsen,Male,15,41676,138
1284,Melanie,Paine,Female,42,98853,293
1285,Laurene,Rhu,Female,34,49828,315
1286,Libbie,Palocz,Male,2,74565,70
1287,Jennica,Thilda,Male,9,42971,44
1288,Lanae,Caitlin,Male,17,62621,25
1289,Roseline,Harl,Female,30,70062,183
1290,Nariko,Sandye,Female,8,51185,117
1291,Courtnay,Belldas,Male,37,58400,167
1292,Kelly,Screens,Male,3,82752,269
1293,Kamilah,Jagir,Male,3,65277,48
1294,Tilly,Pip,Male,34,43654,5
1295,Aubrie,Remmer,Male,23,33064,253
1296,Arabel,Bollay,Female,45,32824,22
1297,Sashenka,Clywd,Male,8,54676,157
1298,Ashlee,Devlen,Female,11,50753,22
1299,Elsie,Drisko,Male,28,46185,389
1300,Shell,Schlosser,Female,30,93668,86
1301,Monika,Klotz,Male,2,48836,235
1302,Marika,Olympium,Male,7,76064,241
1303,Corry,Aloise,Female,19,96840,4
1304,Flory,Leopold,Female,29,60940,210
1305,Nonnah,Erminia,Male,34,86336,455
1306,Bertine,Monaco,Male,6,50014,301
1307,Caressa,Orpah,Female,10,36146,455
1308,Marinna,Libna,Male,3,40425,228
1309,Rori,Morehouse,Male,15,92525,192
1310,Winny,Bury,Male,4,53483,139
1311,Darci,Merell,Female,15,42500,226
1312,Aigneis,Uund,Female,32,69089,316
1313,Max,Chandler,Female,42,50521,420
1314,Roseline,Lunsford,Male,20,32835,36
1315,Quintina,Tristram,Female,5,64106,95
1316,Kristan,Pond,Female,40,57940,11
1317,Rosanne,Bivins,Male,34,62638,188
1318,Catrina,Gino,Male,22,89229,5
1319,Odessa,Annice,Male,20,48551,48
1320,Kirbee,Greyson,Male,7,37636,439
1321,Adele,Medrek,Female,24,35390,93
1322,Ashlee,Margarete,Male,23,39098,63
1323,Mureil,Newell,Female,38,69026,215
1324,Brianna,Clie,Female,11,97430,428
1325,Trixi,Desai,Male,31,32648,304
1326,Isa,Khorma,Female,17,61732,497
1327,Albertina,Kathie,Female,7,90993,212
1328,Pamella,Syd,Female,17,62258,396
1329,Mallory,Gahl,Female,20,84670,478
1330,Collen,Deegan,Male,17,37266,298
1331,Jaclyn,Arvo,Female,44,98533,415
1332,Bee,Whiffen,Female,27,32797,67
1333,Noelle,Middleton,Female,41,51611,77
1334,Constance,Wiener,Female,23,68537,447
1335,Tybie,Israeli,Female,13,83407,71
1336,Hollie,Hirsch,Male,18,70667,407
1337,Sean,Atcliffe,Male,17,34629,423
1338,Michaelina,Whiffen,Female,38,85485,454
1339,Misha,Isacco,Male,14,68712,442
1340,Carly,Garlinda,Male,26,50340,340
1341,Cecile,Helve,Female,36,44856,63
1342,Fina,Merell,Female,4,72515,356
1343,Meg,Muriel,Female,13,79625,146
1344,Nikki,Ephrem,Female,25,89572,74
1345,Cacilie,August,Male,11,78637,173
1346,Joane,Tufts,Male,43,85831,201
1347,Dagmar,Jacinda,Female,26,74615,293
1348,Catharine,Linehan,Female,1,39789,372
1349,Morganica,Gabrielli,Female,14,39180,72
1350,Ginnie,Maryanne,Male,21,30379,325
1351,Darci,Albertine,Female,39,62849,42
1352,Sophia,Chesna,Male,35,45264,200
1353,Robbi,Louanna,Female,8,60003,403
1354,Codie,Medrek,Male,23,70168,406
1355,Ardys,Decato,Male,18,54434,218
1356,Bibby,Mozelle,Female,10,89856,197
1357,Vivia,Luhe,Male,29,72446,146
1358,Brana,Eachern,Male,21,76454,20
1359,Carree,Tyson,Female,35,65231,387
1360,Diena,Read,Male,16,79683,227
1361,Georgetta,Rugen,Female,43,88854,347
1362,Deirdre,Alarise,Female,4,96257,127
1363,Benita,Richers,Female,10,67244,196
1364,Nyssa,Eugenia,Female,29,52647,123
1365,Lynnea,Daegal,Female,33,83140,316
1366,Brandise,Suk,Male,6,78931,357
1367,Andeee,Macey,Male,4,55271,321
1368,Cassondra,Fredi,Female,34,59822,106
1369,Heida,Charity,Female,27,76341,67
1370,Nicoli,Berard,Male,5,66923,179
1371,Tani,Bobbee,Female,42,79807,147
1372,Tonia,Freddi,Female,1,73416,237
1373,Dari,Wooster,Male,38,91369,489
1374,Georgetta,Hebner,Female,14,76521,496
1375,Marjie,Elephus,Male,44,34282,57
1376,Roseline,Weaks,Male,30,94313,246
1377,Mariele,Cavan,Male,6,72581,132
1378,Viki,Stacy,Male,21,33968,332
1379,Margalo,Faust,Female,12,97925,122
1380,Elbertina,Lanita,Male,3,91589,214
1381,Roxane,Khorma,Female,34,85850,372
1382,Ardys,Lalitta,Female,19,52295,450
1383,Sissy,Ciro,Female,18,93762,346
1384,Tybie,Granoff,Female,25,99231,238
1385,Averyl,Sigfrid,Female,5,65392,433
1386,Evaleen,Fennessy,Male,20,77041,22
1387,Lyssa,Riordan,Female,10,57902,67
1388,Danika,Chick,Male,16,43534,113
1389,Grier,Mandler,Male,1,69755,215
1390,Ruthe,Herrera,Male,22,70669,23
1391,Lelah,Boycey,Male,16,88808,21
1392,Janenna,Hutchison,Female,42,47213,68
1393,Ricky,Cottle,Female,16,74868,65
1394,Fanny,Thunell,Female,7,59275,348
1395,Sashenka,Carri,Male,9,55728,250
1396,Claudina,Guthrie,Male,15,94532,252
1397,Nadine,Goth,Male,14,94223,210
1398,Charlena,Deegan,Male,30,40828,323
1399,Taffy,Ulphia,Male,27,56254,326
1400,Dale,Wooster,Female,19,76014,326
1401,Yetty,Flyn,Male,32,55719,424
1402,Andeee,Nicoline,Male,10,94223,169
1403,Doro,Hertzfeld,Male,42,61666,253
1404,Eadie,Anis,Male,33,80045,434
1405,Melina,Cressida,Male,23,49791,286
1406,Lynea,Rocray,Female,22,69858,136
1407,Brana,Maryanne,Male,24,70027,233
1408,Doralynne,Madox,Female,12,47163,137
1409,Fanny,Lorenz,Female,23,67667,69
1410,Camile,Sundin,Female,30,54659,260
1411,Mariele,Linskey,Female,30,78387,147
1412,Farrah,Douglass,Female,5,85564,355
1413,Shannah,Weitman,Male,41,82489,410
1414,Cathie,Lauraine,Female,28,32436,482
1415,Audrie,Whittaker,Female,32,96976,133
1416,Estell,Lay,Female,16,63577,265
1417,Sue,Vernier,Female,26,79780,25
1418,Britte,Levey,Male,33,86555,289
1419,Kylynn,Junie,Female,6,91452,194
1420,Kayla,Mayeda,Male,14,75883,164
1421,Phedra,Bakerman,Male,27,88645,373
1422,Addia,Durante,Female,36,66335,177
1423,Robinia,Blase,Female,9,88387,140
1424,Ebonee,Elisha,Male,18,50909,487
1425,Marcy,Masao,Male,41,64937,366
1426,Kathy,Wittie,Male,3,95532,498
1427,Addia,Shaddock,Male,27,43564,284
1428,Caressa,Kenney,Male,33,40072,461
1429,Dennie,Bearnard,Female,31,86631,343
1430,Violet,Prober,Female,40,43400,158
1431,Agnese,Woodberry,Male,44,74914,423
1432,Sarette,Uird,Female,19,74362,8
1433,Zaria,Dahlia,Female,22,82328,330
1434,Siana,Kirbee,Male,12,72201,202
1435,Nannie,Gladstone,Female,25,53985,367
1436,Margarette,Hazlett,Male,3,49042,212
1437,Susette,Papageno,Female,22,98759,223
1438,Maud,Tamar,Female,7,38760,431
1439,Abbie,Morrill,Female,32,91685,206
1440,Nickie,Goddard,Male,30,40529,40
1441,Ezmeralda,Obed,Male,14,57160,259
1442,Marika,Odell,Female,28,78129,391
1443,Alie,Gaal,Female,20,74039,104
1444,Brana,Ietta,Male,16,37082,73
1445,Max,Roche,Male,18,52948,77
1446,Paulita,Rona,Female,43,79548,110
1447,Randa,Screens,Male,30,61032,456
1448,Adele,Emerson,Male,30,66901,355
1449,Roslyn,Toffic,Male,34,30055,412
1450,Roberta,Grobe,Female,45,79351,335
1451,Priscilla,Ingra,Male,4,42809,215
1452,Helena,Alabaster,Female,12,84567,249
1453,Aigneis,Modie,Female,31,55429,166
1454,Vere,Ludewig,Male,23,84021,97
1455,Queenie,Munn,Female,27,51362,3
1456,Rubie,Jena,Female,12,35315,143
1457,Ebonee,Alwin,Female,10,92643,276
1458,Annice,Anis,Male,35,58040,253
1459,Clo,Toor,Male,42,72803,187
1460,Sharai,Whiffen,Female,34,65322,303
1461,Paola,Lesley,Female,11,41227,431
1462,Candy,Orpah,Female,34,70426,325
1463,Kirstin,Berl,Male,18,71348,294
1464,Tatiania,Ilka,Female,17,76118,235
1465,Charlena,Celestine,Female,20,84823,385
1466,Emma,Malanie,Female,27,70820,466
1467,Gianina,Harriman,Female,16,31895,69
1468,Dede,Goerke,Female,4,93307,377
1469,Clary,Evvie,Male,22,64664,96
1470,Tamqrah,Mallon,Female,29,69765,71
1471,Sheree,Pascia,Female,4,75190,40
1472,Marguerite,Dyche,Female,37,99746,228
1473,Angela,Minetta,Female,5,42204,156
1474,Ketti,Byrne,Female,9,50730,99
1475,Ebonee,Jerold,Female,8,39804,374
1476,Ardys,Karl,Male,10,82317,119
1477,Kimberley,Rolf,Male,12,79333,159
1478,Jackie,Skell,Male,43,68181,296
1479,Lorie,Terencio,Male,14,60752,79
1480,Cissiee,Vilma,Female,27,74580,25
1481,Kathi,Sperling,Male,7,85513,65
1482,Betta,Ashok,Male,1,58837,444
1483,Carilyn,Liebermann,Male,35,84666,414
1484,Danny,Harl,Male,45,76040,489
1485,Bernie,Ciro,Male,27,98540,443
1486,Calla,Goldina,Female,40,90725,388
1487,Melisent,Payson,Female,5,43181,416
1488,Carly,Grimbly,Female,43,94236,448
1489,Brietta,Velick,Female,19,30976,278
1490,Lusa,Sammons,Female,11,92466,436
1491,Lolita,Phaidra,Male,17,99406,240
1492,Lelah,Lamoree,Female,34,83831,285
1493,Ida,Read,Male,4,40775,36
1494,Joelly,Cordi,Female,30,39243,497
1495,Dione,Chapland,Male,27,53819,121
1496,Kayla,Rosemary,Female,3,43373,462
1497,Adelle,Emmy,Male,34,72872,140
1498,Alameda,Sawtelle,Female,13,81618,182
1499,Giustina,Emanuel,Female,2,71109,142
1500,Debee,Shanley,Male,31,39283,332
1501,Codie,Odysseus,Male,11,59571,93
1502,Lindie,Orpah,Male,15,89104,101
1503,Queenie,Blake,Male,7,70307,446
1504,Marika,Leonard,Male,26,30441,45
1505,Rhea,Telfer,Female,4,74531,173
1506,Nyssa,Jagir,Male,28,70411,254
1507,Christy,McCutcheon,Female,29,45079,6
1508,Brooks,Zrike,Male,27,97712,4
1509,Gwyneth,Yate,Female,33,66970,171
1510,Cacilie,Marcellus,Male,13,43279,324
1511,Elmira,Kimmie,Female,4,65046,172
1512,Cristine,Flita,Female,37,40508,331
1513,Katharina,Levey,Female,14,93305,305
1514,Valeda,Angelis,Female,32,85548,418
1515,Kenna,Trace,Male,37,83480,81
1516,Raf,Armanda,Male,45,82189,369
1517,Philis,Buttaro,Male,8,55815,140
1518,Jenda,Raama,Male,17,59713,387
1519,Gerrie,Mintz,Male,32,95832,22
1520,Winny,Turne,Male,9,47905,482
1521,Mathilda,Slifka,Female,35,99846,327
1522,Celisse,Berard,Male,40,62359,381
1523,Dale,Ochs,Female,24,37959,378
1524,Kirstin,Fulmer,Female,33,39466,100
1525,Dale,Alarise,Female,13,72869,167
1526,Angelique,Byrne,Female,7,59204,22
1527,Andree,Kaete,Female,22,79002,427
1528,Latisha,Rodmann,Female,36,87057,234
1529,Dari,Morrill,Male,35,44040,202
1530,Carol-Jean,Melan,Female,39,67532,420
1531,Leontine,Cordi,Female,12,51049,235
1532,Ana,Hurley,Male,40,86656,471
1533,Elmira,Orpah,Female,43,78507,408
1534,Evaleen,Frendel,Female,36,53260,198
1535,Wanda,Muriel,Male,28,77543,90
1536,Zaria,Middleton,Male,3,56602,369
1537,Fayre,Juan,Female,35,96221,48
1538,Ethel,Robertson,Female,35,98551,222
1539,Almeta,Jess,Female,18,31168,425
1540,Heida,Jarib,Female,36,90552,244
1541,Jessy,Ciapas,Male,44,71087,353
1542,Bertine,Arquit,Female,1,46277,182
1543,Marika,Kelula,Male,20,54000,50
1544,Hannis,Vins,Male,20,99470,216
1545,Merci,Maxi,Male,42,96168,431
1546,Chandra,Sasnett,Male,42,66757,456
1547,Ileana,Marisa,Male,24,36110,476
1548,Katharina,Jillane,Female,29,64636,63
1549,Johna,Nikaniki,Female,21,38390,153
1550,Fidelia,Fontana,Male,11,82530,8
1551,Kaia,Gordon,Male,35,65651,413
1552,Shandie,Zeeba,Male,20,72832,319
1553,Nariko,Shaver,Female,31,73233,224
1554,Sophia,Dituri,Male,45,63710,363
1555,Genovera,Reinke,Female,17,73750,415
1556,Misha,Ailyn,Female,1,86833,447
1557,Charissa,Secrest,Male,30,79243,360
1558,Chandra,Dermott,Male,43,75681,9
1559,Renie,Zaslow,Female,34,42310,78
1560,Loree,Karylin,Male,18,50149,239
1561,Bertine,Klotz,Female,15,57184,249
1562,Hayley,Smitt,Female,3,84131,485
1563,Lily,Raama,Male,17,94093,9
1564,Chastity,Margret,Male,35,95920,419
1565,Gloria,Ahab,Male,28,55552,4
1566,Sue,Jethro,Female,2,80997,458
1567,Berget,Rubie,Male,44,37982,72
1568,Carolina,Dowski,Male,3,85063,258
1569,Gusty,Niccolo,Female,44,64045,285
1570,Sherrie,Letsou,Female,17,44363,278
1571,Atlanta,Autrey,Male,15,33754,297
1572,Gianina,Irmine,Female,3,71156,59
1573,Etta,Joseph,Male,33,76474,462
1574,Dorice,Emanuel,Male,39,94485,267
1575,Sallie,Cohdwell,Female,35,43584,195
1576,Dede,Creamer,Female,40,82810,6
1577,Aubrie,Prouty,Male,11,76071,233
1578,Joane,Letsou,Female,34,87375,372
1579,Marti,Friede,Male,22,89368,84
1580,Merci,Iaverne,Male,29,54118,397
1581,Gretal,Brittani,Female,18,44157,174
1582,Alameda,Clie,Female,22,88950,290
1583,Vevay,Mallon,Female,17,31234,488
1584,Ariela,Goth,Female,30,42128,278
1585,Katleen,Linskey,Female,9,59265,474
1586,Tracey,Cohdwell,Female,10,58210,120
1587,Janey,Katrine,Male,22,37287,371
1588,Cyndie,Lattie,Male,6,58421,497
1589,Jordan,Evvie,Male,32,84336,322
1590,Lolita,Byrne,Male,1,95057,41
1591,Maridel,Shama,Female,1,50342,456
1592,Tobe,Mintz,Male,32,75654,457
1593,Marline,Armanda,Female,16,85533,168
1594,Tiffie,Ammann,Male,32,64249,119
1595,Hermione,Reneta,Male,22,43464,177
1596,Caryl,Emmy,Male,23,45749,398
1597,Roslyn,Yorick,Female,24,73953,84
1598,Anthia,Albertine,Female,20,34693,335
1599,Flory,Celestine,Male,7,85458,1
1600,Arlina,Nea,Female,35,91851,411
1601,Jerry,Richers,Male,11,51741,5
1602,Aeriela,Wooster,Male,3,95063,15
1603,Vita,Kauppi,Male,9,70033,291
1604,Edee,Gemini,Female,13,61532,387
1605,Jemie,Love,Male,19,32511,392
1606,Orelia,Elephus,Male,33,31286,2
1607,Vevay,Millda,Female,30,48161,484
1608,Kial,Hazlett,Male,27,82099,280
1609,Nita,Johanna,Female,37,94480,4
1610,Sashenka,Haerr,Male,21,89427,465
1611,Basia,Aida,Male,28,67237,324
1612,Paulita,Wesle,Male,20,50130,117
1613,Gilda,Kiersten,Female,28,44136,15
1614,Sabina,Wilkinson,Male,44,74516,372
1615,Chere,Bandeen,Male,31,99102,278
1616,Lizzie,Slifka,Female,43,37825,108
1617,Helsa,Sperling,Male,25,49055,190
1618,Yvonne,Fleeta,Male,9,60468,397
1619,Yvonne,Gemini,Female,29,80622,302
1620,Tori,Swigart,Male,26,40272,396
1621,Lelah,Jehu,Female,1,96068,352
1622,Paule,Yuille,Male,5,59659,485
1623,Sibella,Rodmann,Male,32,99133,338
1624,Katuscha,Noelyn,Female,34,54657,146
1625,Chrystel,Chesna,Male,10,39722,4
1626,Gwenneth,Firmin,Female,30,59930,473
1627,Reeba,Marisa,Male,6,30332,167
1628,Hyacinthe,Caitlin,Female,12,59014,105
1629,Adele,Stefa,Female,11,64083,323
1630,Rivalee,Eliathas,Male,15,39114,67
1631,Roberta,Palocz,Female,31,96154,340
1632,Brooks,Goldina,Male,6,39614,21
1633,Oralee,Lea,Male,1,81206,298
1634,Elfreda,Campball,Male,11,62463,66
1635,Elie,Norvol,Female,10,44990,411
1636,Deloria,Sherfield,Female,32,58164,256
1637,Augustine,Lumbard,Female,41,57690,11
1638,Magdalena,Cornelia,Male,9,76403,248
1639,Gui,Harriman,Female,33,86329,434
1640,Marcelline,Melleta,Female,9,64647,143
1641,Dotty,Karna,Male,7,57965,173
1642,Joelly,Adamsen,Female,29,55670,256
1643,Sabina,Sophronia,Female,40,63091,390
1644,Lorne,Rosette,Male,44,40440,201
1645,Isa,Irmine,Female,12,55168,167
1646,Tomasina,Boycey,Male,26,60837,22
1647,Vere,Plato,Female,1,83819,409
1648,Violet,Maisey,Female,5,86322,60
1649,Nerta,Romelda,Female,20,53445,1
1650,Pollyanna,Merell,Female,5,59456,150
1651,Cissiee,Weaks,Male,2,49090,130
1652,Eadie,Riordan,Male,36,88020,248
1653,Gusella,Gordon,Female,28,68584,371
1654,Courtnay,Oster,Female,34,75597,254
1655,Rochette,Junie,Male,41,87794,258
1656,Sarette,Hoban,Female,26,75615,64
1657,Trudie,Randene,Male,1,33160,496
1658,Rhea,Cloris,Female,8,45591,167
1659,Odessa,Rosemary,Female,19,92410,454
1660,Ileana,Sparhawk,Male,28,83870,297
1661,Karly,Beniamino,Female,39,32052,422
1662,Phedra,Douglass,Female,37,56630,201
1663,Corene,Ariella,Female,33,45044,125
1664,Elka,Ramona,Male,42,70501,172
1665,Isa,Earlie,Male,26,97793,154
1666,Carmencita,Poll,Male,6,94240,130
1667,Melina,Paine,Male,25,83690,112
1668,Brianna,Bethany,Male,44,82940,378
1669,Harmonia,Arathorn,Male,16,75157,243
1670,Judy,Yusuk,Female,18,51538,177
1671,Gertrud,Elbertina,Female,6,41434,174
1672,Renae,Baylor,Male,32,67041,406
1673,Wendi,Maiah,Female,15,79674,424
1674,Dode,Hertzfeld,Female,34,45239,252
1675,Christal,Tybald,Male,2,64060,438
1676,Frank,Berriman,Female,27,76150,95
1677,Britni,Sholley,Male,30,88379,156
1678,Lenna,Zola,Male,1,99386,359
1679,Stephanie,Carolin,Female,6,55407,248
1680,Tina,Killigrew,Female,44,71478,151
1681,Sissy,Beniamino,Female,16,51717,187
1682,Teddie,Sinegold,Male,36,74489,104
1683,Agathe,Tayib,Female,19,35078,111
1684,Rochette,Dearborn,Female,21,86724,222
1685,Peri,Arquit,Male,18,81808,305
1686,Molli,Narton,Female,1,62379,294
1687,Ekaterina,Belldas,Male,25,84666,453
1688,Ninnetta,Isidore,Male,11,92945,476
1689,Shandie,Briney,Male,35,61953,279
1690,Penelopa,Gusella,Male,3,77594,15
1691,Miquela,Skell,Female,3,66885,209
1692,Averyl,Noam,Female,4,83729,168
1693,Dennie,Isacco,Male,37,89481,423
1694,Celestyna,McAdams,Female,19,36041,125
1695,Netty,Greyson,Female,20,78605,182
1696,Petronia,Wenda,Male,31,78411,374
1697,Charlena,Hillel,Male,40,67004,306
1698,Eolanda,Rhu,Female,7,66144,18
1699,Lolita,Norrie,Female,24,99106,209
1700,Raina,Allina,Male,44,98588,235
1701,Rosaline,Harriman,Male,21,72860,324
1702,Ellette,Wind,Female,32,34339,36
1703,Kelly,Fry,Female,43,84029,31
1704,Ellette,Sabella,Female,7,82356,118
1705,Lorie,Vary,Female,1,38752,269
1706,Joleen,Hoenack,Female,37,69461,7
1707,Marcy,Cloris,Male,35,42934,168
1708,Benita,Gusella,Male,33,65743,176
1709,Ebonee,Tufts,Female,15,61025,135
1710,Amara,Even,Male,7,64137,320
1711,Ardeen,Lea,Female,23,38324,423
1712,Leeanne,Malvino,Male,43,52879,294
1713,Meghann,Hanleigh,Male,12,55663,298
1714,Shannah,Hubert,Male,23,87422,413
1715,Lynde,Sundin,Female,3,56625,21
1716,Candy,Cordi,Female,42,31299,333
1717,Louella,Socha,Female,16,95099,11
1718,Donnie,Auberbach,Female,9,34347,77
1719,Alejandra,Zetta,Male,19,83429,13
1720,Oralee,Lalitta,Female,43,35161,244
1721,Margette,Grayce,Male,33,55543,18
1722,Brianna,Quent,Female,24,92290,69
1723,Alameda,Nerita,Male,28,75642,424
1724,Romona,Krystle,Female,41,37043,300
1725,Codie,Sadowski,Male,10,44338,59
1726,Fidelia,Socha,Male,44,60662,181
1727,Josephine,Iiette,Female,29,34601,101
1728,Esmeralda,Solitta,Female,11,68913,460
1729,Rubie,Thad,Male,3,83567,154
1730,Genevra,Gaspard,Male,39,48534,128
1731,Cissiee,Devlen,Female,9,54651,419
1732,Madalyn,Vary,Female,22,61979,344
1733,Merci,McClimans,Male,38,99556,294
1734,Shel,Kauppi,Female,36,73694,196
1735,Tomasina,Socha,Female,37,78539,301
1736,Alameda,Whiffen,Male,36,32479,426
1737,Sara-Ann,Durante,Female,33,80774,122
1738,Myriam,Velick,Male,22,83845,419
1739,Ginnie,Timon,Male,31,42779,80
1740,Esmeralda,Karl,Male,26,97114,498
1741,Marleah,Michella,Male,2,46544,308
1742,Maud,Goerke,Male,40,49542,104
1743,Cyb,Lasley,Female,20,63188,184
1744,Sharai,Ursulette,Female,18,89168,45
1745,Roberta,Romelda,Male,17,81328,188
1746,Gusella,Kress,Male,24,56254,466
1747,Brana,Matthew,Female,39,52858,303
1748,Lacie,Holtz,Female,15,74137,192
1749,Nonnah,Palocz,Female,10,40582,350
1750,Edith,Jillane,Female,41,30346,15
1751,Rozele,Winnick,Female,13,46935,408
1752,Malina,Etom,Female,31,60299,227
1753,Courtnay,Melan,Female,35,62322,350
1754,Lilith,Shelba,Male,2,55890,76
1755,Barbi,Valerio,Female,9,35211,124
1756,Pamella,Sadowski,Male,24,62317,185
1757,Marti,Cutlerr,Male,11,73759,489
1758,Valera,Jammal,Male,11,66459,380
1759,Kayla,Markman,Female,38,97293,5
1760,Andeee,Bryna,Male,25,81337,351
1761,Viviene,Gemini,Female,34,30041,35
1762,Elena,Sammons,Male,36,40057,407
1763,Edith,Romelda,Female,44,37062,296
1764,Elbertina,Obed,Female,13,33581,252
1765,Marcelline,Joeann,Male,31,59741,9
1766,Gusella,Stuart,Male,31,89209,441
1767,Livvyy,Bibi,Male,33,53714,9
1768,Karina,Giule,Male,7,71048,270
1769,Maridel,Pascia,Male,2,41593,218
1770,Dianemarie,Eiser,Female,9,56906,43
1771,Steffane,Cosenza,Female,29,43813,118
1772,Lacie,Schlosser,Female,24,83367,72
1773,Wendi,Wattenberg,Female,25,89118,430
1774,Oona,Maples,Male,23,67335,162
1775,Letizia,Cullin,Female,42,93278,156
1776,Adore,Rillings,Male,6,48552,466
1777,Tressa,Birdella,Male,36,66952,161
1778,Sara-Ann,Blase,Female,10,79591,124
1779,Betta,Goddard,Female,31,86245,497
1780,Jinny,Karylin,Female,42,57613,50
1781,Belinda,Jeanne,Male,45,45053,391
1782,Ilse,Gemini,Male,20,87882,183
1783,Shandie,Myrilla,Male,15,92766,248
1784,Shaine,Eldrid,Female,35,91928,300
1785,Basia,Wu,Male,29,81462,105
1786,Lynde,Burch,Male,29,62363,491
1787,Rosaline,Peonir,Female,12,33465,255
1788,Catrina,Sacken,Male,38,73048,424
1789,Lolita,Daegal,Male,8,69593,357
1790,Elka,Strephon,Male,18,94625,88
1791,Kathi,Tamsky,Male,37,83882,18
1792,Leona,Oscar,Female,30,47410,313
1793,Donetta,Pozzy,Female,9,71357,136
1794,Fidelia,Kelula,Female,28,84832,486
1795,Clarice,Scammon,Male,11,87622,24
1796,Taffy,McCutcheon,Female,22,79112,156
1797,Jean,Middleton,Female,41,89401,226
1798,Deirdre,Shanley,Female,10,39330,262
1799,Ivett,Latini,Female,27,82571,121
1800,Ann-Marie,Fennessy,Female,4,41865,93
1801,Courtnay,Baudin,Female,32,80519,254
1802,Consuela,Briney,Male,42,38611,448
